Radicado,Ponente,Autoridad orden nacional,Acto demandado,Contenido acto
11001-03-15-000-2020-01646-00,Milton Chaves García,Registraduría Nacional del Estado Civil,Resolución 02892 del 18 de marzo de 2020,"Control inmediato de legalidad de la resolución 02892 del 18 de marzo de 2020 proferida por el registrador nacional del estado civil, ""por medio de la cual se suspenden términos en las actuaciones administrativas sancionatorias, disciplinarias y de cobro coactivo de la registraduría nacional del estado civil como consecuencia de la emergencia sanitaria ocasionada por el virus covid19""."
11001-03-15-000-2020-01647-00,Alberto Montaña Plata,Registraduría Nacional del Estado Civil,Resolución 03070 del 11 de abril de 2020,"Control inmediato de legalidad de la resolución 03070 del 11 de abril de 2020 proferida por el registrador nacional del estado civil, ""por medio de la cual se prorrogan las medidas adoptadas mediante la resolución 3027 de 30 de marzo de 2020 en la registraduria nacional del estado civil, como consecuencia de la ampliación del aislamiento preventivo obligatorio ordenado mediante los decretos nos 531 de 8 de abril de 2020 y 106 de 8 de."
11001-03-15-000-2020-01648-00,Rafael Francisco Suárez Vargas,Servicio Geológico Colombiano,Resolución 125 del 31 de marzo de 2020,"Control inmediato de legalidad de la resolución 125 del 31 de marzo de 2020 proferida por el director general del servicio geológico colombiano, ""por la cual se prorroga la medida de suspensión de términos adoptada mediante resolución 123 del 18 de marzo de 2020""."
11001-03-15-000-2020-01649-00,William Hernández Gómez,Servicio Geológico Colombiano,Resolución 135 del 17 de abril de 2020,"Control inmediato de legalidad de la resolución 135 del 17 de abril de 2020 proferida por el director general del servicio geológico colombiano, ""por la cual se prorroga la medida de suspensión de términos""."
11001-03-15-000-2020-01650-00,Ramiro Pazos Guerrero,Registraduría Nacional del Estado Civil,Resolución 3027 del 30 de marzo de 2020,"Control inmediato de legalidad de la resolución 3027 del 30 de marzo de 2020 proferida por el registrador nacional del estado civil, ""por medio de la cual se prorrogan y/o modifican las medidas adoptadas mediante las circulares nos. drn031 de 16 de marzo de 2020 y drn032 de 21 de marzo de 2020, y las resoluciones nos. 0289 de 18 de marzo de 2020, 3022 de 25 de marzo de 2020, y se derogan aquellas que le sean contrarias."
11001-03-15-000-2020-01651-00,Julio Roberto Piza Rodríguez (E),Ministerio de Tecnologías de la Información y las Comunicaciones,Resolución 000670 del 16 de abril de 2020,"Control inmediato de legalidad de la resolución 000670 del 16 de abril de 2020 proferida por la ministra de tecnologías de la información y las comunicaciones, ""por la cual se define el portal de educación de navegación gratuita por parte de usuarios de telefonía móvil en la modalidad prepago y pospago, de que trata el numeral 3 del artículo 2 del decreto 555 de 2020""."
11001-03-15-000-2020-01652-00,Carlos Enrique Moreno Rubio,Policía Nacional De Colombia Inspección General,Comunicación oficial S-2020-005922-INSGE-ASJUR del 25 de marzo de 2020,"Control inmediato de legalidad de la comunicación oficial s-2020-005922-insge-asjur del 25 de marzo de 2020 proferida por el inspector general de la policía nacional, para los inspectores delegados y jefes oficinas de control disciplinario interno. asunto: instrucción."
11001-03-15-000-2020-01653-00,Rocío Araújo Oñate,Superintendencia de Notariado  y Registro,Resolución 03323 del 9 de abril de 2020,"Control inmediato de legalidad de la resolución 03323 del 9 de abril de 2020 proferida por la superintendencia de notariado y registro, ""por la cual se fija la prestación del servicio público notarial a nivel nacional, con ocasión de la expedición del decreto 531 de 2020, del gobierno nacional""."
11001-03-15-000-2020-01654-00,Roberto Augusto Serrato Valdés,Superintendencia de Notariado  y Registro,Resolución 03324 del 9 de abril de 2020,"Control inmediato de legalidad de la resolución 03324 del 9 de abril de 2020 proferida por la superintendencia de notariado y registro, ""por la cual se corrige un yerro en la resolución 03323 de 2020"
11001-03-15-000-2020-01655-00,Carmelo Perdomo Cuéter,Superintendencia de Notariado  y Registro,Resolución 03325 del 11 de abril de 2020,"Control inmediato de legalidad de la resolución 03325 del 11 de abril de 2020 proferida por la superintendencia de notariado y registro, ""por la cual se prorroga la suspensión de términos dispuesta en la resolución 3130 del 24 de marzo de 2020 y se dictan otras disposiciones""."
11001-03-15-000-2020-01656-00,Nubia Margoth Peña Garzón,Superintendencia de Transporte,Circular externa 00004 del 11 de abril de 2020,"Control inmediato de legalidad de la circular externa 00004 del 11 de abril de 2020 proferida por el superintendente de transporte, para las empresas de transporte habilitadas para la prestación del servicio público de transporte terrestre automotor especial. asunto: transporte terrestre durante el periodo de aislamiento preventivo obligatorio"
11001-03-15-000-2020-01657-00,César Palomino Cortés,Superintendencia de Subsidio Familiar,Circular externa 2020-00005,"Control inmediato de legalidad de la circular externa 2020-00005 proferida por el superintendente de subsidio familiar (e), para las cajas de compensación familiar. asunto: instrucciones sobre medidas a implementar por parte de los sujetos vigilados para dar cumplimiento a lo establecido en el artículo 6 del decreto legislativo número 488 del 27 de marzo de 2020"
11001-03-15-000-2020-01658-00,Marta Nubia Velásquez Rico (E),Superintendencia Financiera de Colombia,Circular externa 015 del 11 de abril de 2020,"Control inmediato de legalidad de la circular externa 015 del 11 de abril de 2020 proferida por el superintendente financiero de Colombia, para los representantes legales de los establecimientos de crédito y sociedades especializadas de depósito y pago electrónicos. asunto: instrucciones relacionadas con el tratamiento de los recursos de subsidios girados por el estado a través de los establecimientos de crédito o las sociedades"
11001-03-15-000-2020-01659-00,Martín Bermúdez Muñoz,Superintendencia de Notariado  y Registro,Circular externa 0337 del 13 de abril de 2020,"Control inmediato de legalidad de la circular 0337 del 13 de abril de 2020 proferida por el superintendente de notariado y registro, para los curadores urbanos. asunto: lineamientos para el cumplimiento del decreto 491 de marzo 28 de 2020."
11001-03-15-000-2020-01660-00,Lucy Jeannette Bermúdez Bermúdez,Superintendencia de Sociedades,Circular externa 2020-01-125211 del 6 de abril de 2020,"Control inmediato de legalidad de la circular externa 2020-01-125211 del 6 de abril de 2020 proferida por el superintendente de sociedades, para los representantes legales, revisores fiscales, contadores públicos, sociedades comerciales - empresas unipersonales. asunto: modificación de los plazos para la presentación de los estados financieros del año 2019"
11001-03-15-000-2020-01661-00,Marta Nubia Velásquez Rico,Superintendencia de Notariado  y Registro,Instrucción administrativa 05 del 11 de abril de 2020,"Control inmediato de legalidad de la instrucción administrativa 05 del 11 de abril de 2020 proferida por el superintendente de notariado y registro, para los notarios, registradores de instrumentos públicos, funcionarios y contratistas con el rol de aprobadores de esas oficinas de registro de instrumentos públicos y del nivel central. asunto: plan de contingencia para la radicación de escrituras publicas en las oficinas de registro de instrum"
11001-03-15-000-2020-01662-00,Nicolás Yepes Corrales,Superintendencia de Subsidio Familiar,Resolución 109 del 13 de abril de 2020,"Control inmediato de legalidad de la resolución 109 del 13 de abril de 2020 proferida por el superintendente del subsidio familiar (e), ""por medio de la cual se adoptan medidas transitorias en el marco del estado de emergencia económica, social y ecológica"
11001-03-15-000-2020-01663-00,Jaime Enrique Rodríguez Navas,Superintendencia de Transporte,Resolución 6253 del 26 de marzo de 2020,"Control inmediato de legalidad de la resolución 6253 del 26 de marzo de 2020 proferida por la superintendencia de transporte, ""por la cual se actualizan los parámetros contenidos en la resolución 36699 del 1 de agosto de 2016, para el cálculo de la tarifa de la contribución especial de vigilancia de la superintendencia de transporte en vigencia 2020""."
11001-03-15-000-2020-01664-00,Luis Alberto Álvarez Parra,Superintendencia de Transporte,Resolución 6257 del 2 de abril de 2020,"Control inmediato de legalidad de la resolución 6257 del 2 de abril de 2020 proferida por la superintendencia de transporte, ""por medio de la cual se establecen plazos especiales para el pago de la contribución especial de vigilancia que deben pagar los sujetos supervisados por la superintendencia de transporte para vigencia fiscal del año 2020, con ocasión a la declaratoria de la emergencia económica, social y ecológica por la propagación."
11001-03-15-000-2020-01665-00,Jaime Enrique Rodríguez Navas,Sociedad Hotelera Tequendama S.A,Resolución 20202040000254 del 1 de abril de 2020,"Control inmediato de legalidad de la resolución 20202040000254 del 1 de abril de 2020 proferida por el gerente general de la sociedad hotelera Tequendama S.A, por medio de la cual se adoptan las medidas preventivas sanitarias, por causa del coronavirus covid19 en la sociedad hotelera Tequendama s.a."
11001-03-15-000-2020-01666-00,William Hernández Gómez,Superintendencia de Vigilancia y Seguridad Privada,Resolución 20202300013447,"Control inmediato de legalidad de la resolución 20202300013447 proferida por la superintendencia de vigilancia y seguridad privada, por la cual se modifican los plazos definidos en el artículo tercero de la resolución no. 20203200012647 del 20 de marzo de 2020"
11001-03-15-000-2020-01667-00,César Palomino Cortés,Superintendencia de Vigilancia y Seguridad Privada,Circular externa 20201300000145 del 30 de marzo de 2020,"Control inmediato de legalidad de la circular externa 20201300000145 del 30 de marzo de 2020 proferida por el superintendente de vigilancia y seguridad privada, para los servicios, asociaciones y gremios del sector de la vigilancia y seguridad privada. asunto: instrucciones en torno a la actividad de los supervisores de los servicios de vigilancia y seguridad privada."
11001-03-15-000-2020-01668-00,Gabriel Valbuena Hernández,Superintendencia de Vigilancia y Seguridad Privada,Circular externa 20201300000155 del 2 de abril de 2020,"Control inmediato de legalidad de la circular externa 20201300000155 del 2 de abril de 2020 proferida por el Superintendente de Vigilancia y Seguridad Privada, para las empresas de Vigilancia y Seguridad Privada y Ciudadanía en general. Asunto: instrucciones en la implementación de la notificación electrónica de actos administrativos en aplicación del decreto 491 de 2020."
